title,latitude,longitude,magnitude,date
004 km S 58° W of New Corella (Davao Del Norte),7.57,125.79,2.1,11 Apr 2016 - 04:28 AM
232 km S 26° W of Palimbang (Sultan Kudarat),4.34,123.27,4.4,11 Apr 2016 - 02:49 AM
073 km N 58° E of Gigmoto (Catanduanes),14.13,124.96,2.8,11 Apr 2016 - 01:05 AM
026 km N 57° E of Rapu-rapu (Albay),13.32,124.33,2.2,10 Apr 2016 - 03:59 PM
028 km S 53° E of Lingig (Surigao del Sur),7.89,126.61,2.6,10 Apr 2016 - 04:31 AM
005 km N 55° W of Burgos (Pangasinan),16.09,119.83,2.6,09 Apr 2016 - 10:59 PM
016 km S 25° E of Calatagan (Batangas),13.7,120.57,2.7,09 Apr 2016 - 09:51 PM
048 km N 89° E of Don Marcelino (Davao Occidental),6.21,126.13,3,09 Apr 2016 - 02:45 PM
016 km N 18° W of Casiguran (Aurora),16.41,122.08,2.3,09 Apr 2016 - 07:33 AM
005 km N 65° E of Mobo (Masbate),12.36,123.7,4.3,09 Apr 2016 - 01:18 AM
043 km N 43° E of Jomalig (Quezon),14.99,122.64,3.5,08 Apr 2016 - 11:09 PM
019 km N 22° W of Sagada (Mountain Province),17.25,120.95,2.3,08 Apr 2016 - 09:12 AM
006 km S 52° E of Surallah (South Cotabato),6.34,124.8,3,08 Apr 2016 - 09:09 AM
010 km N 36° W of Bambang (Nueva Vizcaya),16.46,121.05,3.3,07 Apr 2016 - 08:59 PM
037 km N 37° E of Jomalig (Quezon),14.89,122.66,2.5,07 Apr 2016 - 06:23 PM
010 km S 34° W of Surallah (South Cotabato),6.3,124.7,2.4,07 Apr 2016 - 12:50 PM
272 km S 07° E of Sarangani (Davao Occidental),3,125.79,4.7,07 Apr 2016 - 06:19 AM
024 km S 41° W of Dinalungan (Aurora),15.98,121.81,3,07 Apr 2016 - 03:23 AM
008 km N 81° W of Calatagan (Batangas),13.84,120.56,2.5,06 Apr 2016 - 08:36 PM
020 km N 85° W of Lingig (Surigao Del Sur),8.05,126.23,4,06 Apr 2016 - 07:00 PM
005 km S 20° W of Carrascal (Surigao Del Sur),9.33,125.93,3.5,06 Apr 2016 - 08:29 AM
011 km N 53° E of Tarragona  (Davao Oriental),7.11,126.53,2.8,06 Apr 2016 - 01:24 AM
052 km S 61° E of Uyugan (Batanes),20.12,122.38,4.8,06 Apr 2016 - 12:21 AM
013 km S 43° W of Batuan (Masbate),12.34,123.69,2.5,05 Apr 2016 - 09:54 PM
227 km S 35° E of Sarangani (Davao Occidental),3.76,126.65,4.8,05 Apr 2016 - 07:00 PM
228 km S 32° E of Sarangani (Davao Occidental),3.69,126.56,3.6,05 Apr 2016 - 04:42 PM
413 km S 49° E of Sarangani (Davao Occidental),3.01,128.3,5.9,05 Apr 2016 - 04:29 PM
011 km N 28° E of Burgos (Surigao Del Norte),10.11,126.03,2.5,05 Apr 2016 - 12:54 PM
111 km S 70° E of Jose Abad Santos (Davao Occidental),5.54,126.56,4.3,05 Apr 2016 - 08:40 AM
007 km S 75° E of Governor Generoso (Davao Oriental),6.67,126.14,2.8,05 Apr 2016 - 04:36 AM
013 km N 19° W of Paluan (Occidental Mindoro),13.5,120.43,2.8,04 Apr 2016 - 09:34 PM
059 km N 32° W of Laoang (Northern Samar),13.03,124.73,2.9,04 Apr 2016 - 08:10 PM
104 km N 38° E of Jomalig (Quezon),15.46,122.97,2.4,04 Apr 2016 - 09:38 AM
089 km N 78° E of Jomalig (Quezon),14.89,123.18,3.3,04 Apr 2016 - 04:46 AM
072 km N 23° E of Jomalig (Quezon),15.31,122.63,4.8,04 Apr 2016 - 03:09 AM
067 km N 33° E of Jomalig (Quezon),15.23,122.71,3.8,03 Apr 2016 - 11:00 AM
016 km N 34° E of Dinapigue (Isabela),16.64,122.34,3,03 Apr 2016 - 08:21 AM
052 km N 28° E of Burdeos (Quezon),15.26,122.2,2.7,03 Apr 2016 - 01:06 AM
032 km S 44° W of Looc (Occidental Mindoro),13.52,120.05,2.4,03 Apr 2016 - 12:23 AM
003 km S 32° W of Maragondon (Cavite),14.26,120.72,2.5,02 Apr 2016 - 04:22 PM
026 km S 56° E of Morong (Bataan),14.56,120.07,2.2,02 Apr 2016 - 03:04 PM
392 km S 65° E of Sarangani (Davao Occidental),3.93,128.68,4.2,01 Apr 2016 - 03:23 PM
277 km S 47° E of Governor Generoso (Davao Oriental),4.94,127.9,3.8,01 Apr 2016 - 03:26 AM
011 km N 01° W of Abra De Ilog (Occidental Mindoro),13.54,120.73,2,01 Apr 2016 - 12:04 AM
052 km N 66° E of Jomalig (Quezon),14.91,122.82,3.1,31 Mar 2016 - 02:12 PM
015 km S 60° W of Cabagan (Zambales),15.09,119.93,2,31 Mar 2016 - 09:56 AM
008 km N 66° E of Looc (Occidental Mindoro),13.75,120.32,3,31 Mar 2016 - 03:50 AM
032 km S 40° W of Looc (Occidental Mindoro),13.5,120.06,3.4,30 Mar 2016 - 08:25 PM
010 km N 73° E of Pintuyan  (Southern Leyte),9.97,125.33,2.6,30 Mar 2016 - 04:06 PM
032 km S 25° E of Santa Praxedes (Cagayan),18.3,121.08,2.5,30 Mar 2016 - 03:28 PM
003 km S 60° W of Palanas (Masbate),12.14,123.9,2.8,30 Mar 2016 - 01:45 PM
022 km S 28° E of Adams (Ilocos Norte),18.3,121.04,2.8,30 Mar 2016 - 08:27 AM
021 km N 81° E of Marihatag (Surigao Del Sur),8.83,126.48,2.7,30 Mar 2016 - 05:47 AM
037 km S 22° W of Calayan (Cagayan),18.97,121.33,2.3,30 Mar 2016 - 02:07 AM
013 km N 32° W of Bani (Pangasinan),16.28,119.8,3,30 Mar 2016 - 12:26 AM
010 km N 49° W of Palanas (Masbate),12.21,123.85,3.6,29 Mar 2016 - 11:48 PM
004 km S 46° W of Victoria (Oriental Mindoro),13.17,121.25,2.4,29 Mar 2016 - 11:21 PM
091 km S 66° E of Governor Generoso (Davao Oriental),6.32,126.83,3.4,29 Mar 2016 - 11:16 PM
110 km S 52° W of Kiamba (Sarangani),5.39,123.84,4.2,29 Mar 2016 - 04:18 PM
046 km N 82° E of Pantukan (Compostela Valley),7.22,126.31,3.3,29 Mar 2016 - 02:46 PM
140 km S 35° W of Palimbang (Sultan Kudarat),5.18,123.47,3,29 Mar 2016 - 04:22 AM
010 km S 87° E of Marihatag (Surigao Del Sur),8.79,126.39,2.1,29 Mar 2016 - 02:48 AM
074 km N 64° E of General Luna (Surigao Del Norte),10.08,126.76,3.4,28 Mar 2016 - 02:57 PM
024 km S 70° E of Dolores (Eastern Samar),11.96,125.69,2.5,28 Mar 2016 - 01:52 PM
019 km S 68° E of Malungon (Sarangani),6.2,125.41,2.9,28 Mar 2016 - 02:03 AM
111 km S 52° E of Jose Abad Santos (Davao Occidental),5.26,126.4,3.2,28 Mar 2016 - 01:06 AM
010 km S 16° W of Claveria (Cagayan),18.52,121.06,2,27 Mar 2016 - 09:17 PM
010 km S 22° E of Calatagan (Batangas),13.78,120.66,2.1,27 Mar 2016 - 10:26 AM
005 km N 73° W of Santa Praxedes (Cagayan),18.57,120.91,3.7,27 Mar 2016 - 08:25 AM
033 km S 56° W of Siaton (Negros Oriental),8.9,122.79,2.4,27 Mar 2016 - 05:42 AM
038 km N 82° E of San Policarpo (Eastern Samar),12.22,125.85,3.4,26 Mar 2016 - 08:59 PM
096 km N 83° E of General Luna (Surigao Del Norte),9.89,127.02,2.5,26 Mar 2016 - 08:40 PM
016 km S 89° E of Virac (Catanduanes),13.58,124.37,3.3,26 Mar 2016 - 12:05 PM
034 km N 01° E of Palapag (Northern Samar),12.85,125.12,3.5,26 Mar 2016 - 08:43 AM
041 km N 53° E of Jomalig (Quezon),14.94,122.68,3.4,26 Mar 2016 - 07:46 AM
054 km S 76° E of General Luna (Surigao Del Norte),9.67,126.63,3.4,26 Mar 2016 - 03:59 AM
007 km S 12° W of Tubo (Abra),17.19,120.71,2,26 Mar 2016 - 03:15 AM
013 km S 53° E of Calatagan (Batangas),13.76,120.73,2.9,25 Mar 2016 - 08:31 PM
007 km S 81° W of Buguias (Benguet),16.7,120.75,2,25 Mar 2016 - 06:51 PM
005 km N 20° Wof Tingloy (Batangas),13.7,120.85,2,25 Mar 2016 - 11:41 AM
041 km S 54° E of Governor Generoso (Davao Oriental),6.43,126.37,2.8,25 Mar 2016 - 09:55 AM
012 km N 46° W of Nasugbu (Batangas),14.16,120.54,2.1,25 Mar 2016 - 03:49 AM
038 km N 64° E of Mapanas (Northern Samar),12.63,125.57,3.4,25 Mar 2016 - 02:32 AM
083 km N 28° E of Dolores (Eastern Samar),12.7,125.83,2.9,25 Mar 2016 - 01:06 AM
020 km S 42° E of Cortes (Surigao del Sur),9.14,126.32,2.7,24 Mar 2016 - 05:42 PM
010 km S 86° W of Paluan (Occidental Mindoro),13.41,120.37,3.1,24 Mar 2016 - 05:29 PM
025 km N 45° E of Lubang (Occidental Mindoro),14.01,120.29,3.1,24 Mar 2016 - 04:40 AM
007 km S 01° W of Iba (Zambales),15.27,119.97,2.5,24 Mar 2016 - 02:16 AM
014 km N 22° E of Maitum (Sarangani),6.36,124.55,2.8,23 Mar 2016 - 09:56 PM
042 km N 25° W of Lubang (Occidental Mindoro),14.2,119.96,2.7,23 Mar 2016 - 07:57 PM
052 km S 55° E of Governor Generoso (Davao Oriental),6.38,126.46,2.9,23 Mar 2016 - 05:16 PM
046 km S 45° E of Marihatag (Surigao Del Sur),8.5,126.6,3.1,23 Mar 2016 - 02:59 PM
016 km N 42° W of Paoay (Ilocos Norte),18.17,120.42,3.1,23 Mar 2016 - 05:51 AM
041 km S 17° W of Morong (Bataan),14.33,120.16,2,23 Mar 2016 - 05:26 AM
020 km S 50° W of Dipolog City,8.47,123.2,3.9,23 Mar 2016 - 04:14 AM
033 km S 89° W of Burgos (Pangasinan),16.06,119.56,3,23 Mar 2016 - 03:57 AM
075 km S 55° W of Morong (Bataan),14.3,119.7,2.6,23 Mar 2016 - 02:35 AM
007 km S 66° W of Claveria (Cagayan),18.58,121.02,2.7,23 Mar 2016 - 02:03 AM
007 km S 76° E of San Jose City (Nueva Ecija),15.78,121.05,2.2,23 Mar 2016 - 02:02 AM
045 km S 02° W of Morong (Bataan),14.28,120.25,2.6,23 Mar 2016 - 01:51 AM
002 km S 53° W of Palanas (Masbate),12.13,123.91,3.6,23 Mar 2016 - 01:35 AM
110 km S 77° E of Governor Generoso (Davao Oriental),6.42,127.04,4,23 Mar 2016 - 01:29 AM
003 km N 25° E of Baler (Aurora),15.79,121.58,3,23 Mar 2016 - 12:34 AM
003 km S 85° E of Calatagan (Batangas),13.83,120.67,2.8,22 Mar 2016 - 11:12 PM
012 km N 38° E of Sergio Osmeña Sr. (Zamboanga Del Norte),8.38,123.36,2.4,22 Mar 2016 - 11:01 PM
003 km S 02° E of Baler (Aurora),15.73,121.56,2.5,22 Mar 2016 - 10:41 PM
101 km S 72° E of Jose Abad Santos (Davao Occidental),5.61,126.48,3.7,22 Mar 2016 - 10:31 PM
005 km S 07° E of Pres. Manuel A.Roxas (Zamboanga Del Norte),8.47,123.25,2.5,22 Mar 2016 - 10:21 PM
007 km N 63° W of Alicia (Isabela),16.81,121.64,3,22 Mar 2016 - 10:11 PM
058 km N 69° E of San Julian (Eastern Samar),11.94,125.95,3.7,22 Mar 2016 - 09:31 PM
044 km N 37° E of Panukulan (Quezon),15.25,122.05,2.2,22 Mar 2016 - 09:22 PM
050 km S 88° E of San Julian (Eastern Samar),11.74,125.92,2.6,22 Mar 2016 - 09:16 PM
009 km S 29° E of Pres. Manuel A.Roxas (Zamboanga Del Norte),8.44,123.28,2.3,22 Mar 2016 - 08:56 PM
014 km S 05° W of Pres. Manuel A.Roxas (Zamboanga Del Norte),8.38,123.23,2.6,22 Mar 2016 - 08:12 PM
018 km S 10° W of Calatagan (Batangas),13.68,120.61,3,22 Mar 2016 - 08:05 PM
017 km N 56° E of Tandag (Surigao Del Sur),9.17,126.32,3.8,22 Mar 2016 - 06:04 PM
031 km N 68° W of Bacnotan (La Union),16.83,120.08,1.9,22 Mar 2016 - 10:20 AM
004 km S 71° W of Palanas (Masbate),12.14,123.89,3.3,22 Mar 2016 - 10:19 AM
034 km N 39° E of Jomalig (Quezon),14.95,122.57,2.4,22 Mar 2016 - 02:01 AM
064 km N 83° E of Cagwait (Surigao del Sur),8.99,126.88,3.5,21 Mar 2016 - 11:23 PM
056 km S 60° W of Calayan (Cagayan),19.06,120.98,3.2,21 Mar 2016 - 10:51 PM
011 km S 47° E of Burgos (Surigao del Norte),9.95,126.15,2.7,21 Mar 2016 - 10:39 PM
022 km S 38° E of Burgos (Surigao del Norte),9.86,126.2,3.6,21 Mar 2016 - 10:05 PM
031 km N 30° E of Jomalig (Quezon),14.98,122.69,3.4,21 Mar 2016 - 08:35 PM
059 km S 82° W of San Esteban (Ilocos Sur),17.26,119.89,2.6,21 Mar 2016 - 05:55 PM
067 km S 76° W of San Antonio (Zambales),14.8,119.49,2.6,21 Mar 2016 - 05:17 PM
002 km N 80° W of Marcos (Ilocos Norte),18.05,120.67,2.9,21 Mar 2016 - 03:51 PM
109 km N 42° W of Gutalac (Zamboanga Del Norte),8.66,121.57,2.4,21 Mar 2016 - 03:35 PM
005 km S 27° W of Danao (Bohol),9.91,124.2,4.1,21 Mar 2016 - 07:01 AM
019 km S 79° W of Sarangani (Davao Occidental),5.4,125.31,4.2,21 Mar 2016 - 05:47 AM
016 km N 02° W of Del Carmen (Surigao Del Norte),10.01,125.96,4.6,21 Mar 2016 - 02:26 AM
008 km S 39° E of Calatagan (Batangas),13.78,120.68,2.4,20 Mar 2016 - 11:34 PM
016 km N 88° W of Tingloy (Batangas),13.67,120.72,2.4,20 Mar 2016 - 10:56 PM
011 km N 73° E of San Mariano (Isabela),17.02,122.14,2,20 Mar 2016 - 09:12 PM
007 km S 21° W of Calatagan (Batangas),13.78,120.61,2,20 Mar 2016 - 07:59 PM
019 km N 87° W of Paluan (Occidental Mindoro),13.42,120.29,2.2,20 Mar 2016 - 07:45 PM
056 km N 10° E of Palapag (Northern Samar),13.05,125.2,3,20 Mar 2016 - 07:18 PM
042 km S 27° W of Miagao (Iloilo),10.3,122.06,2.3,20 Mar 2016 - 12:22 PM
063 km N 56° E of Paracale (Camarines Norte),14.6,123.27,2.4,20 Mar 2016 - 11:24 AM
023 km N 40° W of Looc (Occidental Mindoro),13.88,120.12,2.2,20 Mar 2016 - 06:59 AM
023 km N 85° W of Ambaguio (Nueva Vizcaya),16.53,120.8,2.1,20 Mar 2016 - 04:41 AM
005 km N 74° W of Ambaguio (Nueva Vizcaya),16.52,120.96,3.8,20 Mar 2016 - 04:16 AM
012 km N 16° W of Ambaguio (Nueva Vizcaya),16.61,120.97,3.5,20 Mar 2016 - 04:02 AM
078 km N 14° W of Garchitorena (Camarines Sur),14.58,123.52,4.5,20 Mar 2016 - 03:43 AM
003 km S 66° W of Mainit (Surigao Del Norte),9.53,125.5,2.6,20 Mar 2016 - 02:02 AM
010 km S 81° W of Tingloy (Batangas),13.65,120.78,2.1,20 Mar 2016 - 01:43 AM
004 km S 77° W of Puerto Galera (Oriental Mindoro),13.49,120.92,2.4,20 Mar 2016 - 01:10 AM
005 km N 45° W of Calatrava (Negros Occidental),10.64,123.45,3.2,20 Mar 2016 - 12:53 AM
033 km S 35° W of San Pascual (Masbate),12.89,122.81,2,19 Mar 2016 - 11:07 PM
178 km S 86° W of Itbayat (Batanes),20.68,120.14,3.1,19 Mar 2016 - 09:27 PM
042 km S 88° W of Candon City (Ilocos Sur),17.18,120.06,3.3,19 Mar 2016 - 02:42 PM
007 km N 61° W of Guihulngan (Negros Oriental),10.15,123.21,3,19 Mar 2016 - 04:20 AM
025 km N 44° E of Santa Cruz (Occidental Mindoro),13.24,120.89,2.5,19 Mar 2016 - 04:10 AM
036 km S 76° E of Vigan (Ilocos Sur),17.53,120.57,2.7,19 Mar 2016 - 03:57 AM
077 km N 59° E of Cateel (Davao Oriental),8.15,127.05,2.9,19 Mar 2016 - 02:10 AM
013 km N 53° E of Vigan (Ilocos Sur),17.64,120.48,3.6,19 Mar 2016 - 12:33 AM
003 km S 66° E of San Joaquin (Iloilo),10.6,122.19,2.7,18 Mar 2016 - 11:46 PM
033 km N 12° W of Jomalig (Quezon),15,122.31,2.8,18 Mar 2016 - 11:28 PM
071 km S 82° E of Jose Abad Santos (Davao Occidental),5.8,126.25,3.6,18 Mar 2016 - 05:53 PM
045 km S 71° W of Bolinao (Pangasinan),16.26,119.49,3.2,18 Mar 2016 - 05:50 PM
014 km S 45° W of San Antonio (Zambales),14.86,120,2.9,18 Mar 2016 - 01:11 PM
062 km S 33° E of Governor Generoso (Davao Oriental),6.18,126.38,3.3,18 Mar 2016 - 12:03 PM
079 km S 74° E of Baras (Catanduanes),13.46,125.07,3.5,18 Mar 2016 - 11:03 AM
015 km N 64° W of Socorro (Oriental Mindoro),13.12,121.28,2.4,18 Mar 2016 - 08:18 AM
059 km S 51° E of Governor Generoso (Davao Oriental),6.32,126.44,3.2,18 Mar 2016 - 03:38 AM
007 km S 56° W of Carmen (Surigao del Sur),9.19,125.96,2.9,17 Mar 2016 - 06:52 PM
008 km N 85° E of Bolinao (Pangasinan),16.4,119.96,2.2,17 Mar 2016 - 12:22 PM
020 km S 70° W of San Felipe (Zambales),15,119.9,2.8,17 Mar 2016 - 08:35 AM
012 km N 44° E of Ramon (Isabela),16.86,121.61,2.6,17 Mar 2016 - 07:02 AM
015 km S 02° E of Iba (Zambales),15.2,119.98,4.8,17 Mar 2016 - 06:46 AM
010 km N 48° W of Burgos (Surigao del Norte),10.08,126,2.1,17 Mar 2016 - 01:21 AM
019 km N 40° E of Paluan (Occidental Mindoro),13.55,120.58,3,17 Mar 2016 - 12:26 AM
071 km N 88° W of Palauig (Zambales),15.45,119.23,3.4,16 Mar 2016 - 10:34 PM
113 km S 26° W of Sarangani (Davao Occidental),4.5,125.01,4.1,16 Mar 2016 - 10:10 PM
099 km S 33° W of Sarangani (Davao Occidental),4.69,124.98,5.6,16 Mar 2016 - 09:09 PM
111 km S 24° W of Sarangani (Davao Occidental),4.52,125.06,5,16 Mar 2016 - 08:04 PM
047 km S 88° W of San Esteban (Ilocos Sur),17.31,120,3.4,16 Mar 2016 - 07:39 PM
046 km N 56° E of Jomalig (Quezon),14.94,122.73,4.2,16 Mar 2016 - 05:45 PM
030 km S 71° W of San Antonio (Zambales),14.86,119.83,2.7,16 Mar 2016 - 04:18 PM
007 km N 47° E of La Trinidad (Benguet),16.46,120.62,2.7,16 Mar 2016 - 09:34 AM
015 km N 82° E of Butuan City (Agusan Del Norte),8.97,125.66,3.8,16 Mar 2016 - 07:10 AM
007 km N 12° E of Alicia (Isabela),16.84,121.71,3.5,16 Mar 2016 - 02:10 AM
023 km N 68° E of Anda (Pangasinan),16.37,120.15,2.6,16 Mar 2016 - 01:46 AM
067 km N 50° W of Currimao (Ilocos Norte),18.41,119.99,2.6,16 Mar 2016 - 12:10 AM
009 km N 38° W of Lagayan (Abra),17.79,120.75,3,15 Mar 2016 - 10:05 PM
010 km N 34° E of Silago (Southern Leyte),10.6,125.21,2.5,15 Mar 2016 - 04:48 PM
013 km S 41° W of Cateel (Davao Oriental),7.7,126.37,3.9,15 Mar 2016 - 04:34 PM
014 km n 86° W of Ambaguio (Nueva Vizcaya),16.52,120.87,2.2,15 Mar 2016 - 04:24 PM
127 km N 69° W of Currimao (Ilocos Norte),18.44,119.36,3.9,15 Mar 2016 - 11:23 AM
005 km S 42° E of Banaybanay (Davao Oriental),6.94,126.03,2.3,15 Mar 2016 - 08:35 AM
033 km S 58° W of Morong (Bataan),14.52,120.01,2.3,15 Mar 2016 - 02:41 AM
011 km S 74° E of Santigao (Agusan Del Norte),9.24,125.65,4.4,15 Mar 2016 - 12:10 AM
047 km N 02° W of Pagudpud (Ilocos Norte),19,120.78,3.1,14 Mar 2016 - 08:26 PM
039 km N 20° E of Burgos (Surigao Del Norte),10.35,126.19,2.8,14 Mar 2016 - 04:14 PM
068 km N 55° W of Currimao (Ilocos Norte),18.37,119.95,3.1,14 Mar 2016 - 03:49 PM
060 km S 57° E of Governor Generoso (Davao Oriental),6.36,126.53,3.8,14 Mar 2016 - 03:22 PM
033 km N 53° E of Loreto (Dinagat),10.54,125.82,2.6,14 Mar 2016 - 01:03 PM
016 km S 59° W of Governor Generoso (Davao Oriental),6.57,125.95,2.5,14 Mar 2016 - 10:13 AM
005 km N 87° E of Victoria (Oriental Mindoro),13.2,121.32,2.6,14 Mar 2016 - 12:05 AM
062 km N 85° W of Kalamansig (Sultan Kudarat),6.63,123.5,2.4,13 Mar 2016 - 04:36 PM
057 km N 42° E of Paracale (Camarines Norte),14.67,123.14,4.7,13 Mar 2016 - 01:51 PM
010 km N 81° E of Candoni (Negros Occidental),9.83,122.69,2.2,13 Mar 2016 - 01:49 AM
128 km S 66° E of Tarragona (Davao Oriental),6.57,127.5,2.3,13 Mar 2016 - 01:48 AM
151 km S 76° E of Jose Abad Santos (Davao Occidental),5.57,126.94,2.9,13 Mar 2016 - 12:20 AM
008 km N 44° W of Nabunturan (Compostela Valley),7.66,125.91,2.6,12 Mar 2016 - 09:38 PM
049 km N 88° W of Laoag City,18.19,126.13,5.5,12 Mar 2016 - 12:00 PM
012 km N 01° E of Tandag (Surigao Del Sur),9.19,126.2,2,12 Mar 2016 - 06:07 AM
019 km N 12° W of Burgos (Surigao Del Norte),10.19,126.04,2.1,12 Mar 2016 - 03:36 AM
073 km S 64° E of Sarangani (Davao Occidental),5.15,126.07,3.2,12 Mar 2016 - 01:57 AM
035 km S 88° W of Sinait (Ilocos Sur),17.86,120.13,2.2,12 Mar 2016 - 12:01 AM
 013 km N 85° W of Victoria (Oriental Mindoro),13.21,121.15,2.4,11 Mar 2016 - 11:14 PM
022 km N 12° E of Calintaan (Occidental Mindoro),12.78,120.99,3.5,11 Mar 2016 - 10:21 AM
016 km S 45° E of Morong (Bataan),14.58,120.16,2.6,11 Mar 2016 - 07:28 AM
015 km S 33° W of Calatagan (Batangas),13.72,120.56,3.2,11 Mar 2016 - 04:32 AM
038 km S 52° E of Don Marcelino (Davao Occidental),5.98,125.97,3.1,11 Mar 2016 - 12:28 AM
012 km S 89° E of Solsona (Ilocos Norte),18.09,120.89,2.5,10 Mar 2016 - 09:26 PM
008 km S 74° E of Don Marcelino (Davao Occidental),6.18,125.76,3.2,10 Mar 2016 - 08:55 PM
016 km S 37° E of Solsona (Ilocos Norte),17.98,120.86,2.4,10 Mar 2016 - 06:59 PM
071 km S 67° E of Manay (Davao Oriental),6.96,127.13,2.8,10 Mar 2016 - 06:44 PM
053 km S 37° E of Guiuan (Eastern Samar),10.66,126.02,2.2,10 Mar 2016 - 10:28 AM
007 km N 63° E of Rosario (La Union),16.26,120.54,1.6,10 Mar 2016 - 09:25 AM
015 km S 74° W of Lian (Batangas),14,120.51,3.8,10 Mar 2016 - 08:35 AM
018 km S 53° W of Morong (Bataan),14.59,120.14,2.8,10 Mar 2016 - 07:58 AM
040 km S 86° W of San Felipe (Zambales),15.03,119.7,2.6,10 Mar 2016 - 04:25 AM
003 km N 06° E of Sevilla (Bohol),9.74,124.03,1.9,10 Mar 2016 - 02:46 AM
014 km N 76° W of Morong (Bataan),14.71,120.14,2.4,09 Mar 2016 - 11:48 PM
018 km S 64° W of Morong (Bataan),14.61,120.12,2.3,09 Mar 2016 - 09:08 AM
009 km S 88° E of Kayapa (Nueva Vizcaya),16.36,120.98,2.5,09 Mar 2016 - 04:58 AM
023 km N 16° E of Malita (Davao Occidental),6.61,125.67,4.5,09 Mar 2016 - 03:42 AM
028 km S 63° W of Luna (La Union),16.74,120.14,2.6,09 Mar 2016 - 03:18 AM
029 km N 68° E of Burgos (Surigao Del Norte),10.12,126.32,3,08 Mar 2016 - 11:46 PM
006 km N 66° E of T'boli (South Cotabato),6.26,124.75,3.1,08 Mar 2016 - 10:25 PM
011 km S 53° W of Baganga (Davao Oriental),7.51,126.48,3.2,08 Mar 2016 - 08:27 PM
083 km N 77° E of Cortes (Surigao Del Sur),9.46,126.89,3,08 Mar 2016 - 03:01 PM
024 km N 21° E of Calintaan (Occidental Mindoro),12.79,121.02,2.9,08 Mar 2016 - 02:42 PM
022 km N 12° E of Calintaan (Occidental Mindoro),12.78,120.99,3.5,08 Mar 2016 - 01:21 PM
032 km N 44° E of Rapu-rapu (Albay),13.4,124.33,2.5,08 Mar 2016 - 12:46 PM
016 km S 20° W of Rizal (Occidental Mindoro),12.32,120.92,2.9,07 Mar 2016 - 10:45 PM
015 km S 18° W of Rizal (Occidental Mindoro),12.33,120.93,3.2,07 Mar 2016 - 08:53 PM
011 km S 88° W of Solano (Nueva Vizcaya),16.52,121.08,2.9,07 Mar 2016 - 07:45 PM
039 km N 53° E of Jomalig (Quezon),14.93,122.66,3.1,07 Mar 2016 - 11:55 AM
013 km N 83° W of Tingloy (Batangas),13.67,120.75,3,07 Mar 2016 - 11:22 AM
024 km S 35° E of Pitogo (Sugbay) (Zamboanga Del Sur),7.26,123.45,2.5,07 Mar 2016 - 10:12 AM
026 km S 64° E of Hinatuan (Surigao Del Sur),8.25,126.56,3.2,07 Mar 2016 - 02:44 AM
008 km S 36° W of San Benito (Surigao Del Norte),9.9,125.97,3.6,07 Mar 2016 - 01:53 AM
019 km S 58° E of Santa Catalina (Negros Oriental),9.24,123.01,3.1,06 Mar 2016 - 11:58 PM
057 km N 85 E of Palanan (Isabela),17.11,122.98,3.9,06 Mar 2016 - 08:01 PM
051 km S 65° W of Mamburao (Occidental Mindoro),13.03,120.16,2.2,06 Mar 2016 - 03:04 PM
001 km S 24° E of Lopez (Quezon),13.88,122.25,3.4,06 Mar 2016 - 10:26 AM
039 km N 45°E of Jomalig (Quezon),14.96,122.63,4,06 Mar 2016 - 02:34 AM
010 km N 01°W of Pantukan (Compostela Valley),7.25,125.9,3.9,06 Mar 2016 - 02:16 AM
044 km N 53°E of Jomalig (Quezon),14.96,122.7,4.6,05 Mar 2016 - 11:43 PM
024 km S 71°W of  Nasugbu (Batangas),14.01,120.42,2.4,05 Mar 2016 - 09:18 PMM
070 km N 23° E of Burgos (Surigao Del Norte),10.6,126.32,3.4,05 Mar 2016 - 07:56 PM
025 km S 53° W of Morong (Bataan),14.55,120.09,2,05 Mar 2016 - 04:44 PM
084 km N 13° E of Jomalig (Quezon),15.46,122.54,2,05 Mar 2016 - 03:33 PM
008 km S 09° W of Romblon (Romblon),12.5,122.26,3.1,05 Mar 2016 - 01:24 PM
014 km N 85°W of Calatagan (Batangas),13.84,120.51,2.4,05 Mar 2016 - 11:58 AM
002 km S 54°W of Carrascal (Surigao Del Sur),9.36,125.93,2.6,05 Mar 2016 - 08:31 AM
007 km S 88°E of New Corella (Davao Del Norte),7.59,125.88,2.9,05 Mar 2016 - 07:59 AM
061 km N 76°E of Cortes (Surigao del Sur),9.41,126.73,3.7,05 Mar 2016 - 01:57 AM
020 km S 17°W of Kabugao (Apayao),17.86,121.13,1.9,04 Mar 2016 - 11:34 PM
010 km N 61°W of Infanta (Pangasinan),15.87,119.83,2.6,04 Mar 2016 - 08:20 PM
009 km S 89°W of Can-avid (Eastern Samar),12,125.37,3.1,04 Mar 2016 - 02:54 PM
178 km S 20°E of Sarangani (Davao Occidental),3.94,125.98,4.7,04 Mar 2016 - 11:59 AM
219 km S 21°E of Sarangani (Davao Occidental),3.59,126.19,5.1,04 Mar 2016 - 12:23 AM
020 km N 17°W of Cortes (Surigao Del Sur),9.45,126.14,2.7,03 Mar 2016 - 09:43 PM
020 km N 53°W of Dilasag (Aurora),16.5,122.06,2.5,03 Mar 2016 - 09:28 PM
